0,1,2,3,gold formula
"( ( ( ( x_1 >= -0.156 or x_1 >= -0.034 ) or ( x_1 >= -0.156 or x_1 >= -0.126 ) ) until[2,inf] ( ( x_2 <= -0.266 or x_1 >= -0.126 ) or ( x_1 >= -0.126 or x_1 >= -0.164 ) ) ) until[2,inf] ( ( ( x_2 <= -0.266 or x_2 <= -0.266 ) or ( x_1 >= -0.166 or x_1 >= -0.1662 ) ) or ( ( x_2 <= -0.266 or x_1 >= -0.266 ) or ( x_1 >= -0.266 or x_2 <= -0.366 ) ) ) )","( ( ( ( x_2 <= -0.0055 or x_2 <= -0.0055 ) or ( x_2 <= -0.0055 and x_2 <= -0.0055 ) ) or ( ( x_2 <= -0.0055 and x_2 <= -0.0525 ) until[29,32] ( x_2 <= -0.0525 or x_2 <= -0.0525 ) ) ) until[25,30] ( ( ( x_2 <= -0.0525 or x_2 <= -0.0555 ) or ( x_2 <= -0.0555 or x_2 <= -0.0555 ) ) or ( ( x_2 <= -0.2555 or x_2 <= -0.2555 ) or ( x_2 <= -0.2555 or x_2 <= -0.2555 ) ) ) )","(((x_2<=-0.0337orx_2<=-0.0997)or(x_2<=-0.0337andx_2<=-0.099))until[10,inf]((x_1>=-0.0037orx_2<=-0.0997)or(x_2<=-0.0637orx_2<=-0.099)))or(((x_2<=-0.0637andx_2<=-0.099)and(x_2<=-0.0637andx_2<=-0.099))until[10,29]((x_2<=-0.0937orx_1>=-0.099)or(x_2<=-0.0937andx_2<=-0.099))))","( ( x_2 <= -0.5229 until[19,21] x_1 <= -0.9229 ) or ( x_0 <= -0.2929 until[19,21] x_2 <= -0.2922 ) )","always[13,inf] ( ( always ( ( x_1 <= -0.7922 or ( x_2 <= -0.1059 and x_2 <= -0.1772 ) ) ) until[7,14] x_1 >= -1.5075 ) )"
"( ( ( x_2 >= 0.2332 or x_2 >= 0.2332 ) or ( x_2 >= 0.2332 or x_2 >= 0.2332 ) ) until[23,33] ( ( x_2 >= 0.3332 or x_2 >= 0.3332 ) or ( x_2 >= 0.3332 or x_2 >= 0.3232 ) ) )","( ( ( ( x_2 >= -0.1555 or x_2 >= -0.1555 ) until[1,21] ( x_2 >= -0.1555 until[1,15] x_2 >= -0.1555 ) ) or ( ( x_2 >= 0.2555 or x_2 >= -0.1555 ) until[25,33] ( x_2 >= -0.1555 or x_2 >= -0.1555 ) ) ) until[1,19] ( ( ( x_2 >= -0.1555 or x_2 >= -0.1555 ) or ( x_2 >= -0.1555 or x_2 >= -0.2555 ) ) or ( ( x_2 >= -0.1555 or x_2 >= -0.2555 ) or ( x_2 >= -0.1555 or x_2 >= -0.2555 ) ) ) )","(((x_2>=-0.0661orx_2>= 0.0693)and(x_2>= 0.0667orx_2>= 0.0699))until[12,28]((x_2>= 0.0661orx_2>= 0.0699)or(x_2>= 0.0667orx_2>= 0.0699)))or(((x_2>= 0.0666andx_2>= 0.0699)and(x_2>= 0.0667andx_2>= 0.0699))until[10,29]((x_2>= 0.0666orx_2>= 0.0999)or(x_2>= 0.0696andx_2>= 0.0999))))","always[19,21] ( x_2 >= 0.3522 )","always[11,18] ( always[1,14] ( x_2 >= 0.2898 ) )"
( ( ( x_2 <= -0.133 or x_2 <= -0.133 ) and ( x_2 <= -0.136 or x_2 <= -0.036 ) ) and ( ( x_2 <= -0.166 or x_2 <= -0.166 ) or ( x_2 <= -0.166 or x_2 <= -0.066 ) ) ),"( ( ( x_2 <= -0.0515 or x_2 <= -0.2055 ) or ( x_2 <= -0.2155 until[1,19] x_2 <= -0.2155 ) ) until[1,19] ( ( x_2 <= -0.2155 or x_2 <= -0.2225 ) or ( x_2 <= -0.2555 until[1,19] x_2 <= -0.2225 ) ) )",((x_2<=-0.1377orx_2<=-0.133)and(x_2<=-0.0377orx_2<=-0.139))or((x_2<=-0.0377andx_2<=-0.039)and(x_2<=-0.0377andx_2<=-0.039))),"( x_2 <= -0.0929 until[16,18] x_2 <= -0.0922 )","always[0,16] ( x_2 <= -0.0917 )"
( ( ( x_2 <= 0.233 or x_2 <= 0.233 ) or ( x_2 <= 0.233 or x_2 <= 0.233 ) ) and ( ( x_2 <= 0.333 or x_2 <= 0.2332 ) or ( x_2 <= 0.3332 or x_2 <= 0.233 ) ) ),"not ( ( ( ( x_2 >= -0.0555 or x_2 >= -0.1555 ) until[1,15] ( x_2 >= -0.1555 until[1,15] x_2 >= -0.1555 ) ) or ( ( x_2 >= 0.3555 until[20,22] x_2 >= -0.2555 ) and ( x_2 >= -0.2555 until[2,20] x_2 >= -0.2555 ) ) ) )",((x_2<= 0.1377orx_2<= 0.1397)and(x_2<= 0.2377orx_2<= 0.299))or((x_2<= 0.0377andx_2<= 0.239)and(x_2<= 0.2377andx_2<= 0.239))),"( x_2 <= 0.2929 until[19,21] x_2 <= 0.2923 )","always[11,15] ( x_2 <= 0.324 )"
"eventually[23,30] ( eventually[25,33] ( not ( not ( x_2 >= 0.2931 ) ) ) )","eventually[29,34] ( eventually[15,21] ( eventually[1,19] ( ( x_2 >= 0.2325 or x_2 >= 0.2225 ) ) ) )","ventually[10,inf](eventually[10,12](not(((x_2<= 0.0331until[10,16]x_2<= 0.0266)and(x_2<= 0.0338until[19,29]x_2<= 0.0266)))))","eventually[19,inf] ( x_2 >= 0.2629 )","always[11,16] ( eventually[9,inf] ( x_2 >= 0.2778 ) )"
( ( ( x_2 <= -0.233 or x_2 <= -0.133 ) or ( x_2 <= -0.166 or x_2 <= -0.166 ) ) and ( ( x_2 <= -0.166 or x_2 <= -0.266 ) or ( x_2 <= -0.266 or x_2 <= -0.2662 ) ) ),"( ( ( x_2 <= -0.2155 or x_2 <= -0.2155 ) until[1,21] ( x_2 <= -0.2115 or x_2 <= -0.2225 ) ) until[1,21] ( ( x_2 <= -0.2555 or x_2 <= -0.2225 ) or ( x_2 <= -0.2525 until[12,20] x_2 <= -0.2525 ) ) )",((x_2<=-0.1377orx_2<=-0.133)and(x_2<=-0.0377orx_2<=-0.239))or((x_2<=-0.0377andx_2<=-0.039)and(x_2<=-0.0377andx_2<=-0.239))),"( x_2 <= -0.1922 until[19,21] x_2 <= -0.2922 )","eventually[13,15] ( x_2 <= -0.2031 )"
"( ( ( x_1 <= -0.533 or x_1 <= -0.363 ) or ( x_1 <= -0.163 and x_2 <= -0.263 ) ) until[1,13] ( ( x_1 <= -0.363 or x_2 >= -0.263 ) or ( x_1 <= -0.363 and x_2 >= -0.363 ) ) )","( ( ( ( x_2 <= -0.0055 or x_2 >= -0.0055 ) or ( x_2 >= -0.0055 and x_1 <= -0.0555 ) ) or ( ( x_2 >= -0.0525 and x_2 >= -0.0525 ) or ( x_2 <= -0.0525 and x_2 <= -0.2225 ) ) ) or ( ( ( x_0 <= -0.2225 or x_2 <= -0.2225 ) until[25,30] ( x_2 <= -0.0555 and x_2 <= -0.2255 ) ) or ( ( x_2 <= -0.2555 until[25,30] x_2 <= -0.2555 ) and ( x_2 <= -0.2555 until[25,30] x_2 <= -0.2555 ) ) ) )","(((x_2>= 0.3631orx_1<=-0.2987)or(x_1<=-0.2837andx_1<=-0.298))or((x_1<=-0.2937andx_2>= 0.099)and(x_1<=-0.2637andx_2>= 0.099)))until[1,19](((x_1<=-0.3637orx_2>= 0.099)or(x_1<=-0.3637orx_2>= 0.399))or((x_2>= 0.0636orx_2>= 0.099)and(x_2>= 0.0633orx_2>= 0.099))))",( x_1 <= -0.8999 or x_2 >= 1.0929 ),( x_2 >= 1.0378 or x_1 <= -0.7829 )
( ( ( x_2 >= 0.5332 or x_2 >= 0.5332 ) or ( x_2 >= 0.5532 or x_2 >= 0.5532 ) ) and ( ( x_2 >= 0.5532 or x_2 >= 0.5532 ) or ( x_2 >= 0.5532 or x_2 >= 0.5532 ) ) ),"( ( ( x_2 >= 0.5255 or x_2 >= 0.5255 ) and ( x_2 >= 0.5255 or x_2 >= -0.2555 ) ) and ( ( x_2 >= -0.2555 or x_2 >= -0.2555 ) or ( x_2 >= 0.5555 until[10,22] x_2 >= -0.4555 ) ) )",((x_2>= 0.5331orx_2>= 0.5299)and(x_2>= 0.5633orx_2>= 0.5999))or((x_2>= 0.5966andx_2>= 0.5999)and(x_2>= 0.5933andx_2>= 0.5999))),"( x_2 >= 0.6223 until[1,16] x_2 >= 0.6923 )","always[2,7] ( x_2 >= 0.6413 )"
"( ( ( ( x_1 >= -0.053 or x_0 >= -0.034 ) or ( x_1 >= -0.154 or x_1 >= -0.154 ) ) until[2,inf] ( ( x_2 >= -0.263 or x_1 >= -0.164 ) or ( x_1 >= -0.166 or x_2 >= -0.264 ) ) ) until[2,inf] ( ( ( x_1 >= -0.166 or x_0 >= -0.2642 ) or ( x_2 >= -0.2632 or x_1 >= -0.164 ) ) or ( ( x_2 >= -0.266 or x_1 >= -0.064 ) or ( x_1 >= -0.166 until[1,inf] x_2 >= -0.3662 ) ) ) )","( ( ( ( x_2 <= 0.0055 or x_2 <= -0.0055 ) or ( x_2 <= -0.0055 and x_2 <= -0.0055 ) ) or ( ( x_2 <= -0.0055 and x_2 <= -0.0555 ) or ( x_2 <= -0.0525 and x_2 <= -0.0555 ) ) ) until[29,32] ( ( ( x_2 <= -0.0525 or x_2 <= -0.0555 ) or ( x_2 <= -0.0555 and x_2 <= -0.0555 ) ) or ( ( x_2 <= -0.2555 and x_2 <= -0.0555 ) until[29,32] ( x_2 <= -0.0555 or x_2 <= -0.0555 ) ) ) )","(((x_2>= 0.0631orx_2<= 0.0697)or(x_2<= 0.0637orx_1>=-0.099))until[10,inf]((x_1>=-0.0637orx_2<= 0.096)or(x_2<= 0.0637orx_2<= 0.066)))or(((x_2<= 0.0637andx_2<= 0.066)and(x_0>=-0.0637andx_2<= 0.099))until[10,29]((x_1>=-0.0637orx_2<= 0.099)or(x_0>=-0.0937andx_2<= 0.099))))","( ( x_2 <= -0.6229 until[19,21] x_1 >= -0.6929 ) or ( x_0 >= -0.2922 until[16,18] x_2 <= -0.6922 ) )","( always[15,18] ( ( eventually[11,21] ( ( x_2 >= 1.1858 or eventually[10,inf] ( ( x_1 >= 1.5381 or x_2 <= -0.2261 ) ) ) ) or eventually[11,20] ( eventually[9,20] ( ( always[1,5] ( x_0 >= 0.9976 ) or ( x_0 <= -0.5336 until[2,18] x_2 <= -0.4756 ) ) ) ) ) ) until[4,6] x_1 >= -1.0171 )"
"( ( ( ( x_2 >= -0.063 or x_2 >= -0.063 ) or ( x_0 >= -0.164 or x_2 >= -0.064 ) ) or ( ( x_2 >= -0.166 or x_2 >= -0.164 ) and ( x_2 >= -0.166 or x_2 >= -0.164 ) ) ) until[1,inf] ( ( ( x_2 >= -0.166 or x_2 >= -0.164 ) or ( x_2 >= -0.166 or x_1 >= -0.164 ) ) or ( ( x_2 >= -0.166 until[1,inf] x_1 >= -0.1642 ) or ( x_1 >= -0.1642 until[1,inf] x_1 >= -0.164 ) ) ) )","( ( ( ( x_2 <= 0.0055 or x_2 <= -0.0055 ) or ( x_2 <= -0.0055 and x_2 <= -0.0055 ) ) or ( ( x_2 <= -0.0055 and x_2 <= -0.0055 ) or ( x_2 <= -0.0525 and x_2 <= -0.0525 ) ) ) until[25,30] ( ( ( x_2 <= -0.0555 or x_2 <= -0.0555 ) or ( x_2 <= -0.0555 and x_2 <= -0.0555 ) ) or ( ( x_2 <= -0.0555 and x_2 <= -0.0555 ) or ( x_2 <= -0.0555 and x_2 <= -0.0555 ) ) ) )","(((x_2>= 0.0937orx_2>=-0.0997)or(x_2<=-0.0937orx_2>=-0.099))or((x_2<=-0.0937andx_2<=-0.099)and(x_2<=-0.0637orx_2<=-0.099)))until[19,29](((x_2<=-0.0637orx_2<=-0.099)or(x_2<=-0.0637orx_2<=-0.099))or((x_2<=-0.0637orx_2<=-0.099)and(x_2<=-0.0637orx_2<=-0.099))))","( x_2 <= -0.9999 or ( x_2 <= 0.6229 until[16,18] x_2 <= -0.6929 ) )","eventually ( ( ( ( ( ( x_0 >= 1.0815 and ( x_0 >= 2.2284 or not ( x_2 >= -0.3255 ) ) ) or ( ( x_0 >= -0.6596 and x_1 <= 0.9933 ) until ( x_1 <= -2.7137 until[15,21] x_0 <= -1.219 ) ) ) until[18,20] always[14,18] ( x_2 >= -1.1932 ) ) or x_2 >= 1.1344 ) or x_2 <= -0.861 ) )"
"( ( ( x_2 >= -0.233 or x_2 >= -0.233 ) or ( x_2 >= -0.233 or x_2 >= -0.3232 ) ) until[2,18] ( ( x_2 >= -0.333 or x_2 >= -0.344 ) or ( x_2 >= -0.344 or x_2 >= -0.344 ) ) )","( ( ( ( x_2 >= -0.1515 until[1,21] x_2 >= -0.3155 ) or ( x_2 >= -0.3155 until[15,25] x_2 >= -0.3555 ) ) or ( ( x_2 >= -0.3555 until[25,33] x_2 >= -0.3555 ) and ( x_2 >= -0.3555 until[20,29] x_2 >= -0.4555 ) ) ) or ( ( ( x_2 >= -0.3555 until[25,30] x_2 >= -0.4555 ) and ( x_2 >= -0.4555 until[20,29] x_2 >= -0.4555 ) ) and ( ( x_2 >= -0.1555 until[20,29] x_2 >= -0.2555 ) or ( x_2 >= -0.1555 until[2,24] x_2 >= -0.2555 ) ) ) )","((x_2>=-0.1637orx_2>=-0.0669)until[10,19](x_2>=-0.3937orx_2>=-0.3969))or((x_2>=-0.0667until[12,29]x_2>=-0.3969)until[10,29](x_2>=-0.3937orx_2>=-0.3999)))","always[19,21] ( x_2 >= -0.3622 )","always[19,21] ( x_2 >= -0.3722 )"
not ( ( ( x_2 >= -0.263 or x_2 >= -0.333 ) and ( x_2 >= -0.336 or x_2 >= -0.336 ) ) ),"not ( ( ( x_2 >= -0.3515 or x_2 >= -0.3555 ) or ( x_2 >= -0.3555 until[10,22] x_2 >= -0.4225 ) ) )",((x_2<=-0.2377orx_2<=-0.293)and(x_2<=-0.3937orx_2<=-0.399))or((x_2<=-0.2977andx_2<=-0.299)and(x_2<=-0.3977andx_2<=-0.399))),( x_2 <= -0.3929 and x_2 <= -0.3922 ),not ( x_2 >= -0.3256 )
( ( ( x_2 >= -0.6632 or x_2 >= -0.663 ) or ( x_2 >= -0.663 or x_2 >= -0.663 ) ) and ( ( x_2 >= -0.066 or x_2 >= -0.064 ) or ( x_2 >= -0.666 or x_2 >= -0.6662 ) ) ),"( ( ( x_2 >= -0.6155 or x_2 >= -0.7155 ) or ( x_2 >= -0.6555 until[10,25] x_2 >= -0.6555 ) ) or ( ( x_2 >= -0.5555 until[2,20] x_2 >= -0.5555 ) and ( x_2 >= -0.5555 until[20,29] x_2 >= -0.5555 ) ) )",((x_2>=-0.7337andx_2>=-0.6963)or(x_2>=-0.6637andx_2>=-0.699))and((x_2>=-0.6937orx_2>=-0.699)or(x_2>=-0.6937andx_2>=-0.699))),"( x_2 >= -0.6929 or ( x_2 >= -0.6222 until[16,20] x_2 >= -0.6222 ) )",not ( x_2 <= -0.687 )
( ( ( x_2 >= -0.6632 or x_2 >= -0.663 ) or ( x_2 >= -0.663 or x_2 >= -0.663 ) ) and ( ( x_2 >= -0.066 or x_2 >= -0.064 ) or ( x_2 >= -0.666 or x_2 >= -0.6662 ) ) ),"( ( ( x_2 >= -0.6555 or x_2 >= -0.7155 ) or ( x_2 >= -0.6555 until[10,25] x_2 >= -0.6555 ) ) or ( ( x_2 >= -0.5555 until[2,20] x_2 >= -0.5555 ) and ( x_2 >= -0.5555 until[20,29] x_2 >= -0.5555 ) ) )",((x_2>=-0.7337andx_2>=-0.6963)or(x_2>=-0.6637andx_2>=-0.699))and((x_2>=-0.6937orx_2>=-0.699)or(x_2>=-0.6937andx_2>=-0.699))),"( x_2 >= -0.6929 or ( x_2 >= -0.6222 until[16,20] x_2 >= -0.6222 ) )",not ( x_2 <= -0.6948 )
"( ( ( ( x_0 >= -0.033 or x_0 >= -0.033 ) or ( x_0 >= -0.054 or x_0 >= -0.054 ) ) or ( ( x_0 >= -0.054 or x_0 >= -0.0342 ) and ( x_0 >= -0.2342 or x_0 >= -0.0342 ) ) ) until[29,32] eventually[1,inf] ( not ( eventually[1,inf] ( x_2 >= 0.231 ) ) ) )","eventually[20,22] ( eventually[20,23] ( eventually[10,21] ( ( x_2 <= 0.2225 or x_1 <= -1.0525 ) ) ) )","ventually[10,inf](not(((x_2>= 0.3531andx_2>= 0.333)until[15,28](x_2>= 0.3337orx_0<=-0.0999))))","eventually[19,inf] ( x_2 <= 0.222 )","eventually[10,inf] ( x_2 <= 0.2279 )"
"( ( ( ( x_1 <= 0.233 or x_1 >= 0.133 ) or ( x_1 >= 0.153 or x_1 >= 0.233 ) ) until[1,inf] ( ( x_1 <= 0.233 or x_2 <= 0.333 ) or ( x_1 <= 0.233 or x_2 >= 0.333 ) ) ) until[1,inf] ( ( ( x_1 <= 0.2332 or x_1 <= 0.233 ) or ( x_1 <= 0.1642 or x_2 <= 0.2632 ) ) or ( ( x_1 <= 0.2332 or x_2 <= 0.366 ) and ( x_2 <= 0.3332 until[15,23] x_2 <= 0.363 ) ) ) )","( ( ( ( x_2 <= 0.2055 or x_2 <= 0.1055 ) or ( x_2 <= -0.1115 and x_2 <= -0.1055 ) ) or ( ( x_2 <= 0.2155 or x_2 <= -0.1225 ) and ( x_2 <= -0.1555 or x_2 <= -0.1555 ) ) ) until[15,22] ( ( ( x_1 <= 0.5555 or x_2 <= 0.2255 ) or ( x_2 <= 0.2555 and x_2 <= -0.2255 ) ) or ( ( x_2 <= 0.2555 until[25,30] x_2 <= -0.2555 ) and ( x_2 <= 0.2555 until[25,30] x_2 <= 0.2555 ) ) ) )","(((x_2<= 0.3331orx_1<= 0.1397)and(x_2<= 0.0937orx_1<= 0.1997))or((x_2<= 0.0961andx_2<= 0.0997)and(x_1<= 0.1337orx_2<= 0.0997)))until[10,22](((x_1<= 0.3331orx_2<= 0.0997)or(x_2<= 0.0337andx_1<= 0.3997))until[15,21]((x_1<= 0.3937orx_2<= 0.099)or(x_1<= 0.3937orx_2<= 0.099))))","( x_2 <= 0.9929 until[19,21] ( x_1 <= 0.6929 or x_1 <= 0.9929 ) )","( always[7,10] ( x_1 <= 0.8828 ) and eventually ( always ( ( x_2 <= 0.7778 and x_2 <= 1.2807 ) ) ) )"
"( ( ( x_1 >= -0.666 or x_2 >= -0.366 ) and ( x_1 >= -0.366 or x_2 >= -0.366 ) ) until[1,inf] ( ( x_1 >= -0.366 or x_2 >= -0.366 ) and ( x_1 >= -0.366 or x_2 >= -0.366 ) ) )","( ( ( ( x_2 >= -0.5055 and x_2 >= -0.0055 ) or ( x_1 >= -0.4055 and x_2 >= -0.4055 ) ) or ( ( x_2 >= -0.0555 and x_1 >= -0.2055 ) and ( x_2 >= -0.0555 and x_2 >= -0.0555 ) ) ) until[1,19] ( ( ( x_2 >= -0.0555 or x_2 >= -0.0555 ) and ( x_2 >= -0.0555 or x_2 >= -0.0555 ) ) or ( ( x_2 >= -0.0555 and x_2 >= -0.0555 ) until[19,29] ( x_2 >= -0.0555 and x_2 >= -0.0555 ) ) ) )","((x_2>=-0.0333andx_1>=-0.066)and(x_1>=-0.6037orx_2>=-0.066))until[10,19]((x_1>=-0.0637orx_2>=-0.066)and(x_2>=-0.0633andx_1>=-0.066)))","( x_2 >= -0.6999 until[16,18] x_1 >= -0.6929 )","always[16,19] ( ( x_1 >= -0.5485 and x_2 >= -0.5716 ) )"
not ( ( ( x_2 <= -0.233 or x_2 <= -0.033 ) and ( x_2 <= -0.034 or x_2 <= -0.044 ) ) ),"( ( ( x_2 >= -0.1515 or x_2 >= -0.2155 ) or ( x_2 >= -0.2155 and x_2 >= -0.2155 ) ) until[1,10] ( ( x_2 >= -0.2555 or x_2 >= -0.2555 ) or ( x_2 >= -0.2555 until[12,20] x_2 >= -0.2555 ) ) )",ot(((x_2<=-0.1337andx_2<=-0.2389)or(x_2<=-0.0337andx_2<=-0.296))),"( x_2 >= -0.2929 or ( x_2 >= -0.2222 until[16,18] x_2 >= -0.2222 ) )",not ( not ( x_2 >= -0.2758 ) )
"( ( ( x_2 >= -0.5632 or x_2 >= -0.563 ) or ( x_2 >= -0.563 or x_2 >= -0.563 ) ) or ( ( x_2 >= -0.566 or x_2 >= -0.564 ) until[15,23] ( x_2 >= -0.566 or x_2 >= -0.564 ) ) )","( ( ( ( x_2 >= -0.5555 or x_2 >= -0.5555 ) or ( x_2 >= -0.5555 or x_2 >= -0.5555 ) ) or ( ( x_2 >= -0.5555 until[2,20] x_2 >= -0.5525 ) or ( x_2 >= -0.5525 until[20,29] x_2 >= -0.5525 ) ) ) or ( ( ( x_2 >= -0.5555 until[25,33] x_2 >= -0.5555 ) or ( x_2 >= -0.5555 until[25,33] x_2 <= -0.5555 ) ) or ( ( x_2 >= -0.5555 until[25,33] x_2 >= -0.5555 ) or ( x_2 >= -0.5555 until[25,30] x_2 >= -0.5555 ) ) ) )",((x_2>=-0.5337orx_2>=-0.6399)or(x_2>=-0.6337andx_2>=-0.669))or((x_2>=-0.6937andx_2>=-0.699)and(x_2>=-0.6937andx_2>=-0.699))),"( x_2 >= -0.6229 or ( x_2 <= -0.5229 until[19,21] x_1 <= -0.9222 ) )","eventually[9,15] ( ( x_2 >= -0.6247 or always[14,16] ( x_2 <= -1.9964 ) ) )"
"( ( ( ( x_2 >= -0.133 or x_2 >= -0.133 ) or ( x_1 >= -0.223 or x_1 >= -0.224 ) ) until[2,13] ( ( x_2 >= 0.134 or x_1 >= -0.224 ) or ( x_1 >= -0.224 or x_2 >= -0.2242 ) ) ) until[2,inf] ( ( ( x_1 >= -0.2242 or x_1 >= -0.2242 ) or ( x_1 >= -0.2242 or x_2 >= -0.2442 ) ) or ( ( x_2 >= 0.1642 or x_1 >= -0.044 ) or ( x_1 >= -0.044 or x_2 >= -0.044 ) ) ) )","( ( ( ( x_2 >= -0.0515 or x_2 >= -0.0525 ) until[2,25] ( x_2 >= -0.0125 or x_2 >= -0.0525 ) ) or ( ( x_2 >= -0.1125 and x_2 >= -0.1225 ) until[29,32] ( x_2 >= -0.0525 until[11,20] x_2 >= -0.0525 ) ) ) or ( ( ( x_2 >= -0.1525 until[29,32] x_2 >= -0.0525 ) until[29,32] ( x_2 >= -0.0555 and x_2 >= -0.0555 ) ) or ( ( x_2 >= -0.1555 until[25,30] x_2 >= -0.1555 ) and ( x_2 >= -0.1555 until[29,32] x_2 >= -0.0555 ) ) ) )","(((x_2>=-0.0631orx_2>= 0.0663)and(x_2>= 0.0637orx_1>= 0.0997))or((x_1>= 0.0067andx_2>= 0.0997)and(x_2>= 0.0667andx_2>= 0.0699)))until[10,19](((x_2>= 0.0667orx_2>= 0.0699)or(x_2>= 0.0637andx_2>= 0.0699))or((x_2>= 0.0667until[19,29]x_2>= 0.0399)or(x_2>= 0.0637andx_2>= 0.069))))","always[19,21] ( ( x_2 >= -0.0929 or ( x_1 >= -0.9222 until[19,21] x_0 >= -0.9222 ) ) )","always ( always[8,21] ( always[1,20] ( ( x_2 >= -0.1086 or eventually[4,11] ( eventually[1,5] ( x_1 >= 1.4151 ) ) ) ) ) )"
"( ( ( x_2 <= -0.133 or x_2 <= -0.133 ) or ( x_2 <= -0.136 or x_2 <= -0.166 ) ) until[1,28] ( ( x_2 <= -0.166 or x_2 <= -0.166 ) or ( x_2 <= -0.166 or x_2 <= -0.1662 ) ) )","( ( ( x_2 <= -0.1155 or x_2 <= -0.2155 ) until[1,21] ( x_2 <= -0.2115 or x_2 <= -0.2225 ) ) until[10,21] ( ( x_2 <= -0.2225 or x_2 <= -0.2225 ) or ( x_2 <= -0.2225 until[20,22] x_2 <= -0.2225 ) ) )","(((x_2<=-0.1377orx_2<=-0.1397)and(x_2<=-0.0377orx_2<=-0.1399))or((x_2<=-0.0377andx_2<=-0.0399)and(x_2<=-0.0377andx_2<=-0.0399)))until[10,28](((x_2<=-0.0377orx_2<=-0.0399)or(x_2<=-0.0377andx_2<= 0.039))or((x_2<=-0.0377orx_2<= 0.039)and(x_2<= 0.0377orx_2<= 0.039))))","eventually[19,21] ( x_2 <= -0.1922 )","always[18,20] ( x_2 <= -0.1474 )"
not ( ( ( x_2 >= 0.413 or x_2 >= 0.413 ) and ( x_2 >= 0.413 or x_2 >= 0.433 ) ) ),"not ( ( ( ( x_2 >= -0.1555 or x_2 >= -0.1555 ) and ( x_2 >= -0.1555 until[1,15] x_2 >= -0.1555 ) ) or ( ( x_2 >= 0.5555 until[1,19] x_2 >= -0.2555 ) until[1,21] ( x_2 >= -0.5555 or x_2 >= -0.2555 ) ) ) )",((x_2<= 0.3377orx_2<= 0.3997)and(x_2<= 0.3977orx_2<= 0.399))or((x_2<= 0.3977andx_2<= 0.399)and(x_2<= 0.3977orx_2<= 0.399))),"( x_2 <= 0.4929 until[10,13] x_2 <= 0.4923 )","always[2,12] ( x_2 <= 0.457 )"
not ( ( ( x_2 <= 0.133 or x_2 <= 0.033 ) and ( x_2 <= -0.033 or x_2 <= 0.233 ) ) ),not ( not ( not ( ( x_2 <= 0.0155 and x_2 <= -0.0525 ) ) ) ),ot(((x_2<= 0.0336orx_2<= 0.0369)or(x_2<= 0.0337andx_2<= 0.0389))),"( x_2 >= 0.0923 and ( x_2 >= -0.0229 until[11,13] x_2 >= -0.0223 ) )",not ( x_2 <= 0.1032 )
( ( ( x_2 >= -0.7632 or x_2 >= -0.053 ) or ( x_2 >= -0.066 or x_2 >= -0.866 ) ) and ( ( x_2 >= -0.066 or x_2 >= -0.064 ) or ( x_2 >= -0.866 or x_2 >= -0.066 ) ) ),"( ( ( x_2 >= -0.7155 or x_2 >= -0.9555 ) or ( x_2 >= -0.9555 or x_2 >= -0.9555 ) ) until[1,20] ( ( x_2 >= -0.3555 or x_2 >= -0.9555 ) or ( x_2 >= -0.9555 until[2,20] x_2 >= -0.9555 ) ) )",((x_2>=-0.7337andx_2>=-0.9389)or(x_2>=-0.7337andx_2>=-0.799))and((x_2>=-0.9637orx_2>=-0.699)or(x_2>=-0.7937andx_2>=-0.799))),"( x_2 >= -0.8929 or ( x_2 >= -0.2922 until[16,20] x_2 >= -0.2922 ) )",not ( x_2 <= -0.8599 )
not ( ( ( x_2 >= 0.033 or x_2 >= -0.036 ) and ( x_2 >= -0.036 or x_2 >= -0.036 ) ) ),"not ( ( ( ( x_2 >= -0.0515 or x_2 >= -0.0555 ) or ( x_2 >= -0.0555 until[1,15] x_2 >= -0.1225 ) ) or ( ( x_2 >= -0.1555 until[10,21] x_2 >= -0.2225 ) until[1,19] ( x_2 >= -0.2225 or x_2 >= -0.2225 ) ) ) )",((x_2<= 0.1377orx_2<= 0.133)and(x_2<= 0.0377orx_2<= 0.039))or((x_2<= 0.0377andx_2<= 0.039)and(x_2<= 0.0377andx_2<= 0.039))),"( x_2 <= -0.0229 until[16,20] x_2 <= -0.0222 )","eventually[5,14] ( x_2 <= -0.032 )"
"( ( ( x_2 >= 0.5332 or x_2 >= 0.5332 ) or ( x_2 >= 0.5332 or x_2 >= 0.5332 ) ) until[1,28] ( ( x_2 >= 0.5532 or x_2 >= 0.5332 ) or ( x_2 >= 0.5532 or x_2 >= 0.5232 ) ) )","( ( ( x_2 >= 0.5155 or x_2 >= 0.5255 ) until[1,15] ( x_2 >= -0.1555 or x_2 >= -0.1555 ) ) and ( ( x_2 >= 0.5555 or x_2 >= -0.2555 ) or ( x_2 >= 0.5555 until[20,29] x_2 >= -0.4555 ) ) )","((x_2>= 0.5111orx_2>= 0.5299)and(x_2>= 0.5331orx_2>= 0.5299))or((x_2>= 0.5667until[12,29]x_2>= 0.5699)and(x_2>= 0.5637until[12,29]x_2>= 0.5999)))","eventually[11,18] ( x_2 >= 0.5623 )","always[10,15] ( x_2 >= 0.5622 )"
