0,gold formula
"( ( x_0 <= 1.6229 or x_1 >= -0.6229 ) or ( x_1 >= -0.2222 or ( x_0 <= -0.6222 until[16,18] x_1 <= -0.2222 ) ) )","( always[1,26] ( not ( eventually[31,36] ( always[14,17] ( ( ( x_0 <= 0.2602 or x_2 <= 0.2265 ) and ( x_2 >= -0.0437 and x_0 >= 2.2936 ) ) ) ) ) ) or eventually ( not ( ( always[10,33] ( ( not ( x_1 >= -1.1188 ) and ( x_1 <= 0.5978 until[6,14] x_0 <= -0.32 ) ) ) and ( ( not ( x_2 >= 1.3196 ) until[11,27] not ( x_1 >= -0.5001 ) ) or ( ( x_0 <= 0.5727 until[23,33] x_0 >= 2.2161 ) until[18,26] always[32,35] ( x_1 <= -1.9926 ) ) ) ) ) ) )"
"always[19,21] ( not ( ( ( x_1 <= -0.0222 until[19,21] x_2 >= 0.1222 ) until[19,21] x_2 >= 0.0229 ) ) )","eventually[22,25] ( always[5,11] ( eventually[4,15] ( ( ( ( not ( x_1 <= 0.1604 ) until ( x_0 <= 0.5792 or x_1 <= -1.8703 ) ) and ( ( x_2 >= 1.1644 or x_1 <= 1.402 ) or ( x_2 >= 0.6047 until[1,inf] x_1 <= 0.5072 ) ) ) or ( not ( not ( x_1 >= -0.2471 ) ) or ( eventually[25,35] ( x_2 <= -0.2843 ) or eventually[13,33] ( x_2 <= 0.1399 ) ) ) ) ) ) )"
"( x_2 >= -1.2999 until[19,inf] x_1 <= 0.392 )","always ( eventually ( always[11,inf] ( ( eventually[25,34] ( not ( not ( x_1 <= 0.2814 ) ) ) and ( ( eventually[30,36] ( x_2 >= -0.5876 ) or eventually[26,29] ( x_0 <= 0.7344 ) ) and not ( ( x_2 <= -1.2043 until[29,35] x_2 >= 0.8559 ) ) ) ) ) ) )"
"( x_0 >= -1.0999 until[19,21] always[19,21] ( x_1 >= 0.2222 ) )","not ( always[13,34] ( always[18,36] ( ( always[10,14] ( ( ( x_0 <= -0.1239 and x_0 >= -1.6936 ) or not ( x_1 >= 0.1016 ) ) ) or ( always ( ( x_2 >= -1.7412 and x_0 <= 0.1794 ) ) and always[21,27] ( not ( x_2 >= -0.6044 ) ) ) ) ) ) )"
"eventually[19,21] ( ( ( x_0 >= 0.2229 until[19,21] x_2 <= 0.2222 ) or ( x_2 <= -0.0222 until[19,21] x_2 <= 0.2922 ) ) )","not ( ( eventually[3,26] ( not ( ( always[28,inf] ( ( x_1 >= 3.3576 and x_1 >= -1.1096 ) ) and ( not ( x_0 >= 0.04 ) and eventually[16,inf] ( x_1 >= -0.2599 ) ) ) ) ) and eventually[29,33] ( always ( always[33,36] ( eventually[26,32] ( ( x_0 <= 0.3634 and x_2 >= 0.4713 ) ) ) ) ) ) )"
"( ( x_0 <= -0.2999 or x_0 <= -1.2229 ) or ( x_2 >= -0.2229 or ( x_2 >= -0.2229 until[16,18] x_2 >= -0.2229 ) ) )","( not ( eventually[4,inf] ( always ( not ( ( ( x_0 >= -0.9776 or x_2 <= -0.7859 ) or ( x_0 <= 0.2293 or x_2 <= -0.7016 ) ) ) ) ) ) until[20,inf] ( eventually[25,36] ( ( ( not ( ( x_2 <= 0.2423 and x_0 <= 0.316 ) ) or always[27,31] ( ( x_1 <= 1.2877 or x_2 >= -1.586 ) ) ) or always[17,inf] ( eventually ( eventually[13,22] ( x_2 >= 0.7141 ) ) ) ) ) or eventually[11,inf] ( eventually[1,11] ( ( ( eventually[4,30] ( x_1 >= 0.4452 ) and always[7,24] ( x_0 >= 0.4856 ) ) and not ( always[28,30] ( x_1 <= -0.5834 ) ) ) ) ) ) )"
"( x_1 >= -0.2294 and always[19,inf] ( x_0 >= 1.5924 ) )","eventually[2,inf] ( ( eventually[3,29] ( ( eventually ( not ( ( x_0 <= -0.1998 until[31,33] x_1 <= 0.2397 ) ) ) until[3,inf] ( ( eventually[4,9] ( x_0 >= -1.0387 ) or ( x_1 <= 1.3406 or x_2 <= -0.6881 ) ) or always[14,31] ( not ( x_2 >= -0.4197 ) ) ) ) ) and ( ( not ( always[9,28] ( ( x_0 >= -0.5132 or x_0 <= 1.1106 ) ) ) or ( not ( always[4,inf] ( x_1 <= 0.0965 ) ) and ( always[12,inf] ( x_1 >= -1.3784 ) or ( x_1 <= -0.5913 and x_1 <= -1.644 ) ) ) ) until[24,34] always ( ( ( always[3,19] ( x_1 <= 1.2925 ) and ( x_0 <= 1.7576 and x_0 >= 0.7035 ) ) and not ( always ( x_0 <= 1.658 ) ) ) ) ) ) )"
"( ( x_0 >= -0.2229 or x_1 <= 0.8222 ) or ( x_0 >= -0.2222 until[19,21] ( x_1 <= 0.8222 or x_2 <= -0.2922 ) ) )","always[21,32] ( not ( ( ( eventually ( not ( ( x_0 >= -0.7881 and x_0 >= 0.2127 ) ) ) until[7,inf] ( ( ( x_1 <= 0.9731 and x_2 <= -0.2421 ) and always[13,19] ( x_1 >= 1.452 ) ) or eventually[18,20] ( ( x_2 >= 0.6499 and x_1 >= 0.6614 ) ) ) ) until[10,inf] not ( not ( not ( not ( x_0 <= 0.0704 ) ) ) ) ) ) )"
"always[19,inf] ( x_1 >= 0.5522 )","( not ( not ( eventually[5,7] ( not ( eventually ( not ( x_1 >= 0.5321 ) ) ) ) ) ) until not ( ( ( always[5,13] ( always[30,36] ( ( x_0 <= -0.416 and x_0 >= 0.1429 ) ) ) and ( not ( ( x_0 >= -0.3329 or x_2 >= 0.579 ) ) or not ( ( x_0 <= 2.6232 and x_1 <= -0.5932 ) ) ) ) or eventually[27,33] ( ( ( not ( x_1 >= -1.4299 ) and not ( x_0 >= -1.9262 ) ) and ( eventually[1,8] ( x_2 >= 1.2247 ) or eventually[14,32] ( x_1 <= -0.7377 ) ) ) ) ) ) )"
"( ( x_2 <= -0.2299 or x_0 >= -1.2229 ) or ( x_2 <= -0.2229 until[19,21] ( x_1 <= -0.2222 or x_0 >= -0.2222 ) ) )","always[17,inf] ( not ( not ( eventually ( eventually[30,34] ( ( always[34,36] ( x_2 <= 0.1378 ) or ( x_0 >= -1.469 or x_1 <= 0.1105 ) ) ) ) ) ) )"
"( x_0 <= -1.0999 until[19,21] eventually[16,18] ( ( x_2 >= -0.4922 or x_0 <= -1.0922 ) ) )","not ( ( always[5,12] ( not ( ( ( ( x_2 >= -0.9701 and x_1 <= 0.0139 ) or eventually[3,inf] ( x_0 >= -0.1621 ) ) until[0,14] always[15,27] ( eventually[4,31] ( x_2 >= 0.547 ) ) ) ) ) and eventually[20,inf] ( ( always[19,24] ( ( ( x_0 >= 0.61 or x_2 <= -0.681 ) or ( x_2 <= -0.9838 until[34,36] x_2 <= 1.5764 ) ) ) and not ( always[12,33] ( always[20,inf] ( x_0 <= -1.4791 ) ) ) ) ) ) )"
( ( x_0 >= -0.5299 or ( x_2 >= -0.2229 or x_0 <= -0.5299 ) ) or ( x_1 >= -0.2229 or ( x_0 <= -0.2229 or ( x_0 <= -0.2229 or x_2 >= -0.2229 ) ) ) ),"always[1,20] ( ( ( always[10,17] ( always[2,18] ( ( always[0,15] ( x_2 >= -0.2496 ) or eventually[15,17] ( x_0 >= -0.5658 ) ) ) ) or eventually[28,33] ( always[18,inf] ( ( not ( x_0 <= 0.619 ) or eventually[9,18] ( x_0 <= -0.3144 ) ) ) ) ) or ( ( ( ( ( x_0 >= -0.8713 or x_1 <= 0.4717 ) until[9,26] ( x_2 <= -0.437 until[21,35] x_2 <= -1.0046 ) ) and ( ( x_2 <= -0.8742 or x_2 <= 0.022 ) or always ( x_0 <= 0.9039 ) ) ) and always[29,33] ( ( not ( x_1 <= -0.0142 ) or ( x_2 >= 1.6593 or x_0 >= 0.398 ) ) ) ) or eventually[20,27] ( eventually[0,16] ( not ( eventually[14,32] ( x_1 <= 0.4664 ) ) ) ) ) ) )"
"( x_0 >= -0.9299 until[19,inf] always[19,21] ( x_1 >= -0.4922 ) )","( eventually[9,11] ( not ( always ( eventually[13,19] ( eventually[31,inf] ( ( x_1 <= -0.2577 or x_0 <= -0.6153 ) ) ) ) ) ) and ( eventually[30,32] ( not ( ( ( ( x_2 <= -2.1116 and x_0 >= -0.9808 ) or ( x_1 <= 1.2108 and x_0 <= -0.4859 ) ) and always[21,inf] ( eventually ( x_1 <= -0.1431 ) ) ) ) ) and not ( ( not ( ( eventually[10,34] ( x_1 <= -0.9992 ) until ( x_0 >= -1.6879 or x_1 >= -1.0674 ) ) ) and ( not ( ( x_1 >= 0.1812 and x_1 <= 1.0067 ) ) and ( ( x_0 <= -2.183 or x_1 <= -0.4023 ) until[25,32] ( x_1 >= -0.5909 until[4,17] x_0 >= -1.4143 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2229 or x_0 <= -0.9229 ) until[19,21] ( x_2 >= -0.2922 or x_2 >= -0.2922 ) )","( not ( not ( eventually[26,33] ( ( ( always[8,14] ( x_2 >= 0.9175 ) and ( x_2 <= 0.5591 until[23,inf] x_2 <= -1.9223 ) ) or ( ( x_0 <= -0.0691 and x_2 >= -0.0844 ) and always[5,25] ( x_0 <= -0.7955 ) ) ) ) ) ) and ( always[2,8] ( ( not ( always[27,36] ( ( x_0 >= 0.247 and x_2 <= -0.1778 ) ) ) and always[14,20] ( eventually ( ( x_2 >= -0.2727 or x_1 <= 0.3808 ) ) ) ) ) or always[9,19] ( ( always[21,35] ( ( ( x_1 <= -0.1144 or x_2 >= -1.4869 ) or ( x_2 >= -0.0557 and x_0 <= 0.4137 ) ) ) or not ( ( eventually[14,21] ( x_1 >= 0.2328 ) or ( x_1 <= 0.1941 until[12,22] x_0 <= -1.0621 ) ) ) ) ) ) )"
"( x_1 >= -0.2922 or always[19,21] ( x_1 >= -1.3922 ) )","always ( ( ( ( not ( ( ( x_2 <= -1.2092 until[9,22] x_0 <= 1.247 ) and ( x_1 >= 0.0887 and x_0 >= 0.2812 ) ) ) and not ( eventually[28,33] ( not ( x_2 <= -0.268 ) ) ) ) and not ( not ( always[12,15] ( ( x_2 <= 0.6293 or x_1 <= -0.4986 ) ) ) ) ) or not ( ( ( ( ( x_0 <= 1.0504 and x_1 <= -1.1139 ) or ( x_1 >= 0.1987 and x_2 <= 0.1247 ) ) and not ( ( x_1 <= -1.4394 until[11,17] x_1 >= -0.1161 ) ) ) until eventually[28,34] ( ( not ( x_1 <= -0.9443 ) and eventually[9,36] ( x_1 <= -1.4861 ) ) ) ) ) ) )"
"( ( x_2 <= -0.9229 or x_0 <= -0.9229 ) until[19,21] ( x_2 <= -0.2922 or x_2 <= -0.9922 ) )","eventually[12,33] ( not ( not ( ( eventually[7,34] ( ( ( x_2 <= -0.5466 and x_2 <= 0.2986 ) or eventually[9,12] ( x_0 <= -0.8455 ) ) ) and not ( not ( ( x_2 >= -0.6446 or x_0 <= -1.2923 ) ) ) ) ) ) )"
"( x_2 >= -0.0229 and always[19,inf] ( ( x_1 >= 0.6222 until[19,21] x_2 >= 0.2222 ) ) )","eventually ( eventually[1,3] ( always[5,27] ( always[28,inf] ( always ( ( eventually ( x_2 >= 0.3601 ) and eventually ( x_1 >= 0.7066 ) ) ) ) ) ) )"
"( x_0 <= 0.099 and always[19,inf] ( x_2 >= 0.622 ) )","( always[7,inf] ( not ( not ( eventually[5,10] ( ( not ( x_2 <= 0.6133 ) until[11,26] not ( x_0 >= 0.1908 ) ) ) ) ) ) until[14,22] not ( always[5,inf] ( not ( always[13,26] ( not ( ( x_1 <= -1.3749 and x_0 <= 0.8112 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2222 or x_2 >= -0.2922 ) until[19,21] ( x_2 >= -0.2922 or ( x_0 >= -0.2223 or x_1 <= -0.2922 ) ) )","eventually[19,21] ( eventually[1,inf] ( always[8,30] ( ( eventually ( ( not ( x_0 <= -2.0959 ) and ( x_2 >= -0.0064 until[19,21] x_2 >= 0.1711 ) ) ) and eventually[9,23] ( ( ( x_1 <= -1.354 until x_1 <= 0.7582 ) or always[19,21] ( x_0 >= 1.362 ) ) ) ) ) ) )"
"always[19,inf] ( ( x_1 >= 0.2222 or x_2 >= -1.0922 ) )","( always[32,35] ( eventually[8,29] ( always[15,20] ( not ( ( ( x_2 >= -0.8141 or x_0 <= 0.6422 ) until ( x_1 <= 0.2131 or x_1 <= -1.1473 ) ) ) ) ) ) and always[31,35] ( ( ( ( ( eventually ( x_1 >= -0.5884 ) or ( x_2 >= 1.09 and x_0 >= -0.7937 ) ) or ( eventually[21,inf] ( x_1 <= 1.2925 ) and ( x_2 >= 0.7967 or x_1 <= -0.2548 ) ) ) or always[28,33] ( not ( ( x_1 <= 1.4673 or x_2 >= 1.3219 ) ) ) ) or always ( ( ( eventually[6,28] ( x_1 <= -1.0889 ) or not ( x_2 <= -0.1277 ) ) until[32,36] ( not ( x_2 >= -0.2807 ) and not ( x_1 >= -1.0397 ) ) ) ) ) ) )"
"( x_2 <= 0.1229 and ( x_2 <= 0.0229 until[19,21] ( x_2 <= -0.7229 until[19,21] ( x_2 <= -0.6229 until[19,21] x_1 <= -0.2922 ) ) ) )","( not ( eventually[6,inf] ( always ( ( eventually ( eventually ( x_1 <= -0.6736 ) ) or ( not ( x_0 <= 2.3433 ) or ( x_2 >= -0.7908 or x_2 <= 0.5902 ) ) ) ) ) ) until[7,30] eventually ( ( ( not ( ( ( x_1 <= 0.2323 or x_1 <= 0.2946 ) and ( x_2 <= -0.7353 and x_0 <= -0.7391 ) ) ) or eventually[5,21] ( always ( ( x_2 <= 0.2376 or x_0 >= 0.5042 ) ) ) ) and not ( not ( always[1,35] ( ( x_2 >= 0.438 or x_0 <= -0.6008 ) ) ) ) ) ) )"
"( ( x_0 >= -0.2229 or x_1 <= -0.6929 ) until[19,inf] ( x_2 <= -0.2929 or x_0 <= -0.0922 ) )","( not ( not ( always[15,inf] ( eventually[22,33] ( not ( not ( x_0 >= -0.2727 ) ) ) ) ) ) until[8,inf] eventually[13,20] ( eventually[12,18] ( not ( not ( not ( ( x_0 >= -0.4015 and x_1 >= -1.0055 ) ) ) ) ) ) )"
"( ( x_0 >= 0.9229 until[19,21] x_2 >= 0.6229 ) or ( x_0 >= 0.2929 until[16,18] x_2 >= -0.6922 ) )","eventually[19,inf] ( ( ( eventually ( eventually[29,31] ( ( ( x_1 <= -1.1774 and x_1 >= 0.9136 ) and ( x_0 >= 1.3355 or x_2 >= 1.0322 ) ) ) ) or ( ( ( ( x_2 >= -0.6662 and x_0 <= 0.7839 ) until[19,inf] eventually[10,22] ( x_1 <= -0.715 ) ) or not ( ( x_1 >= 1.9563 or x_1 >= 1.7268 ) ) ) and not ( eventually[34,36] ( ( x_1 <= -1.2478 and x_0 <= 0.2488 ) ) ) ) ) until[9,12] not ( ( not ( not ( ( x_2 <= 0.6514 and x_0 <= 1.0173 ) ) ) until always[0,26] ( not ( ( x_1 >= 0.2942 and x_0 >= 1.1403 ) ) ) ) ) ) )"
"( x_0 <= -1.0999 until[19,inf] ( x_1 >= 0.4222 or x_2 <= -1.0222 ) )","always[22,25] ( eventually[27,inf] ( ( eventually[0,2] ( always[10,inf] ( ( not ( x_0 >= -0.8102 ) and ( x_0 <= -1.263 until[31,33] x_2 <= -0.6737 ) ) ) ) or ( ( eventually[0,inf] ( not ( x_0 >= 1.8238 ) ) until[15,inf] not ( ( x_2 <= 1.3607 and x_2 >= 2.0855 ) ) ) until[0,inf] ( ( not ( x_1 <= 0.2777 ) until ( x_2 >= -0.8569 or x_2 <= 3.0718 ) ) and ( ( x_0 >= -1.5552 and x_1 >= 0.3891 ) until[11,19] ( x_2 >= -0.6412 or x_1 <= 1.1559 ) ) ) ) ) ) )"
"( ( x_0 >= -0.9299 or x_1 >= -0.2299 ) or ( x_0 <= -0.5929 or ( x_0 <= -0.9229 or ( x_0 <= -0.9229 until[19,21] x_1 <= -0.2299 ) ) ) )","not ( ( ( ( always ( ( ( x_2 >= -2.2833 and x_0 <= -1.0026 ) and ( x_1 <= 1.4643 and x_0 >= -0.0417 ) ) ) until[1,15] eventually[28,34] ( eventually[3,18] ( eventually[10,inf] ( x_1 >= -0.3826 ) ) ) ) and always[1,31] ( not ( always ( always[32,36] ( x_1 <= -1.1675 ) ) ) ) ) and not ( eventually[2,19] ( ( not ( eventually[14,30] ( x_1 <= -0.2441 ) ) or ( ( x_1 >= 0.0188 and x_0 >= -1.3493 ) and ( x_1 >= 1.832 and x_2 <= 2.2963 ) ) ) ) ) ) )"
"( ( x_0 >= -0.0229 until[19,21] ( x_0 >= 0.7229 until[19,21] x_2 <= 0.2999 ) ) until[19,21] ( x_0 <= 0.7996 until[19,21] x_0 <= -0.2996 ) )","( ( always ( eventually[5,30] ( always[3,31] ( ( not ( x_0 <= 0.8853 ) and ( x_1 >= 1.7724 or x_0 <= 0.3773 ) ) ) ) ) and ( eventually[2,inf] ( ( always ( eventually[21,inf] ( x_2 <= 0.5248 ) ) and ( always[17,19] ( x_1 >= -1.0145 ) or ( x_1 >= -2.1357 until[27,34] x_1 <= -0.077 ) ) ) ) until eventually[5,inf] ( always ( ( eventually[26,31] ( x_0 <= 0.1525 ) or ( x_2 >= 0.9224 until[15,23] x_0 <= -0.9825 ) ) ) ) ) ) and eventually[10,27] ( not ( always[27,inf] ( ( eventually[23,28] ( ( x_2 <= -0.1111 and x_1 <= -0.1607 ) ) or not ( always[2,11] ( x_0 <= -0.1384 ) ) ) ) ) ) )"
"( x_2 >= 0.2222 or always[19,21] ( ( x_1 >= -0.2222 until[16,18] ( x_1 >= 0.2222 until[16,19] x_1 >= 1.2922 ) ) ) )","not ( ( eventually[26,inf] ( eventually[32,35] ( not ( ( ( x_0 >= 1.9883 or x_2 >= 1.8297 ) and not ( x_1 <= 0.1993 ) ) ) ) ) or not ( ( eventually ( eventually[3,35] ( eventually[2,6] ( x_2 >= -1.0357 ) ) ) until eventually[22,33] ( ( ( x_0 >= 2.2104 and x_0 >= -0.4499 ) or eventually[11,inf] ( x_2 >= -0.0215 ) ) ) ) ) ) )"
"always[19,inf] ( ( x_2 >= 1.0023 until[19,21] x_2 >= 0.9923 ) )","( ( ( ( ( not ( ( x_1 >= -0.0069 until[18,25] x_2 >= -1.0546 ) ) or ( ( x_0 <= -3.2819 until[34,36] x_2 >= 0.7782 ) and ( x_2 <= 0.6597 until[21,inf] x_1 <= -1.073 ) ) ) and always[31,36] ( ( not ( x_1 <= -1.5405 ) or not ( x_1 >= -0.0244 ) ) ) ) or always[6,inf] ( ( ( ( x_1 >= -0.4745 until[8,23] x_1 >= -0.4715 ) and always[30,33] ( x_0 <= 0.4682 ) ) and always[16,31] ( not ( x_1 <= 0.4633 ) ) ) ) ) until[34,36] not ( not ( not ( not ( ( x_0 >= -2.1666 or x_2 <= 0.0858 ) ) ) ) ) ) and always[30,inf] ( eventually[10,19] ( not ( eventually[20,inf] ( always[9,24] ( ( x_2 <= 0.9762 or x_2 <= 0.2 ) ) ) ) ) ) )"
"always[19,21] ( ( x_1 >= 0.2922 or always[16,18] ( x_2 <= 1.1222 ) ) )","( not ( ( ( eventually[8,16] ( eventually[2,inf] ( ( x_1 <= 0.3892 and x_0 <= 0.5025 ) ) ) until[21,inf] not ( ( ( x_0 <= 1.5553 or x_1 >= 0.1806 ) or not ( x_2 >= 0.4134 ) ) ) ) and eventually ( not ( ( ( x_1 <= -1.2724 until x_2 <= -0.1839 ) and not ( x_2 <= 1.7397 ) ) ) ) ) ) until[4,13] eventually[31,34] ( not ( eventually ( ( always ( ( x_1 >= 0.0284 or x_1 <= -0.5341 ) ) and not ( ( x_2 <= 1.1898 or x_1 >= 0.3075 ) ) ) ) ) ) )"
"( x_2 >= -0.0929 and ( x_0 >= -0.9299 and always[19,inf] ( ( x_1 <= 0.2229 until[19,21] x_2 >= 0.4923 ) ) ) )","always[25,inf] ( always ( ( ( not ( eventually ( not ( x_1 >= 0.7448 ) ) ) or always ( eventually ( eventually[0,inf] ( x_0 >= -0.2027 ) ) ) ) and always ( ( eventually[28,34] ( ( x_1 >= -0.6383 until[15,20] x_2 >= 0.3876 ) ) and not ( not ( x_1 <= 0.7192 ) ) ) ) ) ) )"
"( ( x_0 <= 0.2229 or x_1 >= -0.2929 ) or ( x_2 <= -0.2929 until[19,21] ( x_0 <= -0.0229 until[16,18] x_0 <= -0.0922 ) ) )","always[25,28] ( ( not ( ( not ( ( ( x_0 >= -0.0753 until[25,35] x_1 <= -1.9629 ) until[14,23] ( x_2 <= 0.223 and x_0 >= 0.6767 ) ) ) until[15,inf] ( not ( not ( x_0 >= 0.324 ) ) and ( not ( x_1 <= -1.3451 ) and ( x_0 >= 0.5662 or x_2 <= 1.4331 ) ) ) ) ) or always[31,35] ( ( not ( not ( ( x_1 <= 2.4079 until[15,22] x_1 >= -1.121 ) ) ) and ( ( eventually ( x_1 >= 0.5966 ) and ( x_0 <= -0.6186 or x_0 >= -1.2559 ) ) or not ( always[28,33] ( x_0 >= -2.1388 ) ) ) ) ) ) )"
"eventually[19,inf] ( x_2 >= 0.8922 )","( ( not ( ( eventually[14,inf] ( not ( ( x_0 >= 0.5547 or x_2 <= -0.3186 ) ) ) until[27,29] not ( not ( ( x_1 >= -0.0155 or x_1 >= -0.0898 ) ) ) ) ) until[30,33] always[7,inf] ( eventually ( not ( ( eventually[9,inf] ( x_2 <= 1.6547 ) or ( x_1 >= -0.0334 and x_0 <= 0.1634 ) ) ) ) ) ) or eventually ( eventually[25,29] ( eventually[8,19] ( not ( eventually[4,25] ( not ( x_2 >= 0.8564 ) ) ) ) ) ) )"
"always[19,inf] ( x_0 <= -0.9922 )","always[26,36] ( not ( not ( not ( eventually[33,36] ( ( ( x_0 <= 0.8303 and x_0 >= -0.3553 ) or not ( x_0 <= -0.9796 ) ) ) ) ) ) )"
"( ( x_2 >= -0.9229 or ( x_1 >= -0.6229 or x_0 <= -0.6229 ) ) or ( ( x_1 <= -0.2229 or x_0 <= -0.2229 ) or ( x_1 <= -0.2229 or ( x_2 >= -0.2229 until[19,21] x_2 >= -0.2229 ) ) ) )","( not ( always[30,34] ( always[6,11] ( ( ( ( x_2 <= 1.7019 and x_0 >= 0.8888 ) and not ( x_2 >= -0.2172 ) ) and ( ( x_2 <= 0.8134 or x_1 >= -0.764 ) until[5,17] ( x_2 <= -1.1146 and x_1 <= -1.1773 ) ) ) ) ) ) or always[28,36] ( eventually ( ( ( ( not ( x_1 <= 0.6673 ) and ( x_2 <= -1.3052 or x_2 >= -0.548 ) ) until ( always[22,32] ( x_2 <= 1.818 ) until[10,14] not ( x_0 <= -2.8037 ) ) ) and not ( always ( always[24,29] ( x_0 >= -0.3727 ) ) ) ) ) ) )"
"( x_0 >= -1.0929 until[19,inf] x_1 >= 0.5522 )","( not ( always[11,inf] ( always[25,35] ( ( ( ( x_1 >= -0.8679 until[1,inf] x_0 <= 0.2543 ) and ( x_2 >= -1.3718 and x_0 <= -0.324 ) ) or ( eventually[0,inf] ( x_1 <= 0.362 ) and ( x_0 >= -0.4513 or x_1 <= 0.5707 ) ) ) ) ) ) or ( not ( ( not ( not ( ( x_0 >= -1.7188 or x_0 <= -0.2389 ) ) ) or eventually[28,32] ( ( eventually[8,24] ( x_1 >= 0.3567 ) or always[4,13] ( x_2 <= 0.2855 ) ) ) ) ) until[16,19] not ( not ( ( ( not ( x_0 <= -0.5373 ) or ( x_2 >= 0.8222 or x_2 >= -1.345 ) ) or not ( not ( x_2 >= 0.6608 ) ) ) ) ) ) )"
"always[11,inf] ( always[19,inf] ( x_2 <= -0.2529 ) )","not ( eventually[32,inf] ( eventually ( always[33,36] ( eventually[15,23] ( not ( ( x_2 <= 0.3629 and x_2 <= -0.2844 ) ) ) ) ) ) )"
"( ( x_0 <= -0.1229 until[19,21] ( x_2 <= -1.6929 until[16,18] x_2 >= -0.2929 ) ) until[19,21] ( x_2 <= -0.2229 until[19,21] x_1 <= -0.2229 ) )","not ( not ( always[13,35] ( eventually[29,33] ( ( ( ( x_1 <= 0.6581 and x_2 <= -2.0467 ) and ( x_2 <= 0.6957 and x_2 >= -1.3526 ) ) and ( always ( x_2 >= -0.0408 ) and ( x_0 <= -1.339 or x_0 <= -1.1836 ) ) ) ) ) ) )"
"( ( x_2 <= -0.6229 until[16,18] x_1 <= -0.6929 ) or ( x_1 <= -0.2929 until[16,18] x_2 <= -0.5929 ) )","( not ( ( always[0,10] ( always[3,20] ( eventually[5,10] ( ( x_1 >= -0.3588 and x_1 <= 0.2908 ) ) ) ) or always[26,30] ( always[14,17] ( ( ( x_0 >= -0.411 and x_0 <= 0.0646 ) and ( x_0 <= 1.6793 and x_2 >= -0.89 ) ) ) ) ) ) until[8,13] not ( not ( ( eventually ( always[28,33] ( not ( x_2 >= -0.4876 ) ) ) or ( not ( not ( x_1 <= 0.179 ) ) until[9,27] not ( ( x_2 <= -0.6068 or x_1 >= 0.2654 ) ) ) ) ) ) )"
( ( x_0 >= -1.0929 or x_1 <= -1.0929 ) and ( x_0 <= -1.0229 and x_1 <= -1.0929 ) ),"always[5,31] ( not ( ( always[2,inf] ( ( ( ( x_2 <= -0.7286 until[24,30] x_2 <= 0.647 ) and ( x_1 <= 0.7327 and x_0 <= 0.7546 ) ) and not ( ( x_2 <= 0.1922 until[28,31] x_1 >= 0.6327 ) ) ) ) or ( ( ( ( x_2 >= -0.2596 and x_0 >= 1.1417 ) or not ( x_0 >= 1.2824 ) ) until[14,inf] not ( ( x_2 >= -1.4562 or x_1 <= 0.6323 ) ) ) or ( ( ( x_2 >= 1.0104 until[19,25] x_0 >= -1.1308 ) or ( x_1 >= -0.2826 and x_1 >= 1.2516 ) ) until[20,23] not ( ( x_0 <= -0.9117 or x_2 <= 1.3709 ) ) ) ) ) ) )"
"( ( x_2 <= -0.2922 or x_0 <= 1.2222 ) until[19,21] ( x_1 <= -0.2922 or x_2 <= -0.2922 ) )","eventually[3,inf] ( ( ( ( always[7,25] ( ( eventually ( x_0 >= -1.0089 ) or ( x_2 <= 2.1676 or x_1 <= 0.0571 ) ) ) until not ( ( ( x_0 <= -0.2965 and x_2 >= -1.7006 ) and ( x_1 >= -0.5077 or x_1 >= -0.4473 ) ) ) ) or ( ( ( always[16,inf] ( x_2 <= 1.7626 ) until[13,30] ( x_2 >= 0.831 or x_1 <= 1.9332 ) ) and ( not ( x_0 >= 1.3924 ) or eventually[25,31] ( x_2 <= 1.1255 ) ) ) and not ( ( not ( x_0 >= 0.5867 ) and ( x_1 <= 0.271 until[6,31] x_0 >= -0.0693 ) ) ) ) ) until[1,inf] always[0,6] ( eventually[6,12] ( eventually[4,inf] ( not ( not ( x_0 <= 1.4754 ) ) ) ) ) ) )"
"( x_2 <= -0.6929 until[19,inf] ( x_1 >= -0.2222 or x_2 <= 0.2922 ) )","always[26,30] ( not ( not ( ( always[25,inf] ( always[1,18] ( eventually[14,inf] ( x_1 >= 1.4372 ) ) ) or ( ( ( x_2 <= 0.7983 until[24,35] x_2 <= -0.1725 ) until[11,28] eventually[8,inf] ( x_2 >= -1.1484 ) ) until not ( not ( x_1 >= -0.5538 ) ) ) ) ) ) )"
