0,gold formula
"(((x_0<= 0.2877orx_1>= 0.2287)or(x_1>= 0.2864orx_1>= 0.2828))or((x_1<= 0.2864orx_2<= 0.222)or(x_1<= 0.2284until[22,34]x_2<= 0.282)))or(((x_1<= 0.2874until[22,34]x_2<= 0.2822)or(x_1<= 0.2814andx_2<= 0.2822))or((x_1<= 0.2818andx_2<= 0.2822)or(x_1>= 0.2811andx_2>= 0.2822))))","not ( ( ( x_1 >= 1.2177 and x_0 >= -0.9652 ) and ( x_0 >= 0.1619 until[8,26] x_0 >= -0.4157 ) ) )"
"(((x_2<=-0.1877orx_2<=-0.287)or(x_2<=-0.2877orx_2<=-0.2877))or((x_2<=-0.2877orx_2<=-0.287)or(x_2<=-0.2873orx_2<=-0.287)))until[12,25]not(((x_2<=-0.2777orx_2<=-0.2772)or(x_2<=-0.2777orx_2<=-0.2772))))","not ( always[33,inf] ( always[0,5] ( x_2 >= -0.8375 ) ) )"
"ventually[15,34](always[15,34](((x_2>=-0.1877orx_2>=-0.2877)or(x_2>=-0.2813orx_2>=-0.2882))))","always[5,inf] ( always ( always[18,28] ( x_2 >= -0.3742 ) ) )"
"((((x_2<= 0.1854andx_2>= 0.2887)or(x_2>= 0.2814orx_2>= 0.2828))or((x_2>= 0.2814orx_2<= 0.282)or(x_2>= 0.2214until[22,34]x_2<= 0.282)))or(((x_2<= 0.2814until[22,34]x_2<= 0.2822)or(x_2<= 0.2811andx_2<= 0.2822))or((x_2<= 0.2811until[22,34]x_2<= 0.2822)and(x_2<= 0.2811andx_2<= 0.2822))))oralways[12,29](always[12,29](((x_2<= 0.2711andx_2<= 0.2222)and(x_2>= 0.1819andx_2>= 0.2822)))))",not ( ( not ( x_2 <= 0.9528 ) until ( x_1 >= -0.8534 and x_2 <= 0.7847 ) ) )
"(((x_2<= 0.2877orx_2<= 0.288)or(x_2<= 0.2864orx_2<= 0.2887))until[22,34]((x_2<= 0.2867orx_2<= 0.288)or(x_2<= 0.2874until[22,34]x_2<= 0.288)))or(((x_2<= 0.2874until[22,34]x_2<= 0.282)or(x_2<= 0.2873orx_2<= 0.2822))or((x_2<= 0.2877orx_2<= 0.2822)or(x_2<= 0.2877orx_2<= 0.2882))))","eventually[24,30] ( always[9,inf] ( ( x_1 <= 0.8285 and x_2 <= 0.9325 ) ) )"
"(((x_2<=-0.2877orx_2<=-0.2887)and(x_2<=-0.2887orx_2>=-0.2888))until[22,34]((x_2<=-0.2813orx_2<=-0.2882)and(x_2<=-0.2813orx_2<=-0.2882)))until[12,28](((x_2<=-0.2813orx_2<=-0.2882)and(x_2<=-0.2813orx_2<=-0.2882))and((x_2<=-0.2818orx_2<=-0.2882)and(x_2<=-0.2819orx_2<=-0.2882))))","( ( ( x_0 >= 0.2069 and x_2 <= -1.1323 ) until[17,36] ( x_1 >= 0.2247 and x_1 <= 1.7482 ) ) until[12,inf] always[9,33] ( always[4,6] ( x_1 >= 0.491 ) ) )"
"(((x_2<= 0.1854orx_2>= 0.2884)or(x_2>= 0.2814orx_2>= 0.2888))until[22,34]((x_2>= 0.2814orx_2>= 0.2882)and(x_2>= 0.2814orx_2>= 0.2882)))and(((x_2<= 0.2814orx_2<= 0.2882)or(x_2<= 0.2811andx_2<= 0.2822))until[14,32]((x_2<= 0.1811andx_2<= 0.2822)and(x_2<= 0.1818orx_2<= 0.2882))))","not ( not ( ( x_2 <= 0.5191 until[11,24] x_2 >= 0.6279 ) ) )"
"(((x_1<= 0.2864orx_1>= 0.2884)and(x_1>= 0.2864orx_1>= 0.2888))until[12,28]((x_1>= 0.2864andx_1>= 0.2282)and(x_1>= 0.2884andx_1>= 0.2282)))until[14,28]not(((x_1<= 0.2814orx_1<= 0.2282)and(x_1<= 0.2883andx_1>= 0.2822))))","( ( ( x_1 <= 0.1465 until[7,10] x_2 <= 1.0378 ) and ( x_2 >= -0.1484 and x_1 >= 0.7877 ) ) and ( not ( x_2 <= -2.2493 ) and eventually[1,33] ( x_2 <= 0.4981 ) ) )"
"ventually[22,29](eventually[15,29](x_0>=-0.0277))","always[9,22] ( always[14,18] ( always[2,13] ( x_0 >= 0.0241 ) ) )"
(x_1<= 0.7277orx_1>= 1.0227)or(x_1<= 0.2274orx_1<= 0.2227)),"always[7,22] ( eventually[3,12] ( not ( x_1 >= 1.3603 ) ) )"
"(x_0>= 0.7114until[24,36]x_1>= 0.7877)until[18,32](x_0>= 0.7777andx_1>= 0.7287))","always[3,20] ( always[26,33] ( ( x_1 >= 0.0133 and x_0 >= 1.1605 ) ) )"
"(((x_2<= 0.1877orx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2888))or((x_2<=-0.2864orx_2<=-0.288)or(x_2<=-0.2864orx_2<=-0.288)))until[12,25](((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2877orx_2<=-0.2882)or(x_2<=-0.2877orx_2<=-0.2882))))","( ( eventually[0,inf] ( x_2 <= -0.2251 ) until[13,20] ( x_2 <= -0.2368 and x_0 >= 0.8548 ) ) or ( ( x_2 >= 0.7959 or x_1 <= -0.7129 ) or ( x_0 >= -0.3928 until[28,inf] x_0 <= -0.0673 ) ) )"
"lways[24,34](always[15,34](x_0<= 0.5777))","( ( ( x_1 >= 0.2892 until[2,6] x_0 <= -0.5165 ) until[3,22] not ( x_0 <= 0.2576 ) ) or always ( eventually[34,36] ( x_0 <= 0.5934 ) ) )"
"(((x_2<=-0.1857orx_2<=-0.288)or(x_2<=-0.2864orx_2>=-0.2888))or((x_2<=-0.2814orx_2<=-0.288)or(x_2<=-0.2814until[22,34]x_2<=-0.288)))or(((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2813until[28,34]x_2<=-0.2882))or((x_2<=-0.1871orx_2<=-0.2872)or(x_2<=-0.2819until[28,34]x_2<=-0.2882))))","eventually ( ( always[12,33] ( x_2 >= -0.5255 ) and ( x_1 <= 1.4058 or x_0 >= -0.2128 ) ) )"
"(x_1>= 0.1244until[24,34]x_1>=-0.2287)until[18,29](x_1>=-0.2287orx_1>=-0.2227))","( always[33,36] ( always[2,5] ( x_1 >= -0.3943 ) ) until[11,36] ( not ( x_1 >= 1.6986 ) and not ( x_0 >= 0.6216 ) ) )"
"(x_0<=-0.7284until[24,34]x_1>=-0.2887)until[18,29](x_1>=-0.2877andx_1>=-0.282))","( eventually[17,32] ( ( x_1 >= 0.801 and x_2 >= 0.0134 ) ) and ( eventually[27,30] ( x_1 <= 2.2879 ) until not ( x_0 >= -1.1096 ) ) )"
"(((x_0<=-0.2877orx_2<=-0.288)or(x_0>=-0.2867orx_2>=-0.2887))or((x_0>=-0.2867orx_2>=-0.288)or(x_2<=-0.2834until[28,32]x_2>=-0.288)))or(((x_0<=-0.2877until[22,34]x_2>=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2877orx_2<=-0.2882)or(x_2<=-0.2879orx_2<=-0.2887))))","( ( ( x_1 >= -0.1252 until[7,31] x_1 >= -0.1204 ) and ( x_0 <= -0.7498 until[19,25] x_2 <= 0.4391 ) ) or not ( eventually[22,inf] ( x_0 <= -0.2775 ) ) )"
"(((x_2<= 0.1814orx_2>= 0.1884)or(x_2>= 0.1814orx_2>= 0.2888))or((x_2>= 0.1814orx_2>= 0.2882)or(x_2>= 0.2814orx_2>= 0.2882)))until[12,25]not(not((x_2<= 0.2814orx_2>= 0.2882))))","( not ( always[12,inf] ( x_2 <= 0.6454 ) ) until[20,27] ( not ( x_1 <= -0.6627 ) or ( x_2 >= 0.073 until[4,32] x_1 <= 0.2156 ) ) )"
"(((x_1<=-0.2877orx_2<=-0.288)or(x_1>=-0.2864orx_2>=-0.2887))or((x_1<=-0.2867orx_2<=-0.288)or(x_1<=-0.2863orx_2<=-0.288)))until[12,25]not(((x_1<=-0.2873orx_2<=-0.288)or(x_1<=-0.2873orx_2<=-0.2882))))","( ( ( x_1 >= -0.7433 until[13,16] x_0 >= -0.2238 ) and not ( x_1 <= -1.7852 ) ) or ( not ( x_1 <= -0.4279 ) and eventually ( x_2 >= -0.0476 ) ) )"
"(((x_0<=-0.2877orx_2<=-0.288)or(x_0<=-0.2877orx_2<=-0.2882))until[22,34]((x_0<=-0.2877orx_2<=-0.2882)and(x_2<=-0.2873orx_2<=-0.2882)))and(((x_2<=-0.2874orx_2<=-0.2822)or(x_2<=-0.2813orx_2<=-0.2882))until[14,31]((x_2<=-0.2819orx_2<=-0.2822)and(x_2<=-0.2899orx_2<=-0.2882))))","( always[21,31] ( ( x_2 <= -0.5606 and x_1 <= 0.9811 ) ) and not ( ( x_2 >= -0.325 or x_0 >= -1.1724 ) ) )"
"(((x_2<=-0.7777orx_2<=-0.288)or(x_2<=-0.2877orx_2<=-0.2872))until[22,34]((x_2<=-0.2877orx_2<=-0.282)or(x_2<=-0.2873orx_2<=-0.287)))until[12,28](((x_2<=-0.2777orx_2<=-0.2872)or(x_2<=-0.2771andx_2<=-0.2772))and((x_2<=-0.2771orx_2<=-0.2872)or(x_2<=-0.2771orx_2<=-0.2872))))","always[12,15] ( always[11,36] ( ( x_2 <= 1.2623 and x_2 <= -1.7899 ) ) )"
"(x_1>= 0.7284andx_1>= 0.7287)until[14,28](x_1>= 0.7287andx_1>= 0.7287))","eventually[1,28] ( not ( ( x_0 <= 0.2541 or x_1 <= 1.1891 ) ) )"
"(((x_2>= 0.2857orx_2>= 0.288)or(x_2>= 0.2864orx_2>= 0.2887))until[22,34]((x_2>= 0.2814orx_2>= 0.288)or(x_2>= 0.2814orx_2>= 0.288)))or(((x_2>= 0.2814until[22,34]x_2>= 0.288)or(x_2>= 0.2813orx_2>= 0.2882))until[18,31]((x_2>= 0.2811orx_2>= 0.2882)or(x_2<= 0.2817orx_2>= 0.2887))))","( always[8,25] ( ( x_0 >= 0.6954 until[8,32] x_2 >= -0.745 ) ) or ( eventually[14,25] ( x_2 >= 0.6684 ) until[7,29] ( x_0 <= -0.6955 and x_1 >= 0.6347 ) ) )"
"(x_0>= 1.0214until[24,34]x_0>= 0.7287)and(x_1>= 0.7777andx_0>= 1.2222))",( ( not ( x_2 >= -1.8587 ) or not ( x_0 <= 0.9718 ) ) and not ( ( x_1 <= 1.4176 and x_0 >= -0.5377 ) ) )
"(((x_1<=-0.5887orx_1<=-0.288)or(x_1<=-0.2887orx_1<=-0.2888))until[22,34]((x_1<=-0.2887orx_1<=-0.288)or(x_1<=-0.2883orx_1<=-0.288)))until[12,28]not(not((x_1>=-0.288orx_1>=-0.288))))","eventually[16,23] ( eventually ( ( x_1 >= -2.3584 and x_1 <= -1.4316 ) ) )"
(x_1>=-0.1274orx_1>=-0.2277)or(x_1>=-0.2874orx_1>=-0.2277)),"always[10,12] ( ( not ( x_1 <= 0.1312 ) or not ( x_0 <= 0.5582 ) ) )"
"(((x_0<=-0.2857orx_2>=-0.288)until[22,34](x_0<=-0.2863orx_2>=-0.2882))and((x_2<=-0.2883orx_2<=-0.2882)until[22,34](x_2<=-0.2813orx_2<=-0.2882)))until[12,25]not(((x_2<=-0.2813orx_2<=-0.2882)and(x_2>=-0.2813orx_2>=-0.2882))))","( ( ( x_1 >= -1.1985 until[6,18] x_2 >= -1.098 ) and ( x_0 <= -0.4446 until[29,inf] x_2 >= 0.82 ) ) until[22,inf] ( always[16,34] ( x_0 <= -1.2428 ) and ( x_1 <= -0.6344 or x_2 >= 1.345 ) ) )"
"((x_1>= 0.2284orx_1>= 0.282)or(x_1>= 0.2884orx_1>= 0.2887))until[22,34]((x_1>= 0.2877orx_1>= 0.282)or(x_1>= 0.2884orx_1>= 0.288)))","( ( eventually[9,inf] ( x_1 >= -1.5178 ) and ( x_1 >= 0.4852 until[30,35] x_1 >= -0.0534 ) ) until[8,15] ( eventually[1,35] ( x_1 <= -1.1423 ) or eventually[1,35] ( x_2 >= -1.0179 ) ) )"
"((((x_1<=-0.2857orx_2<=-0.288)or(x_1<=-0.2874orx_1<=-0.2888))or((x_1<=-0.2874orx_2<=-0.288)or(x_1<=-0.2874orx_1<=-0.288)))or(((x_1<=-0.2874until[22,34]x_2<=-0.282)or(x_1<=-0.2873andx_1<=-0.287))or((x_1<=-0.2877until[22,34]x_2<=-0.2872)or(x_1<=-0.2877orx_1<=-0.2827))))or((((x_1<=-0.2899until[22,34]x_2<=-0.2877)and(x_1<=-0.2879orx_2<=-0.2877))or((x_1<=-0.2899orx_2<=-0.2888)and(x_1<=-0.2899orx_2<=-0.2889)))))","( ( ( x_2 <= 0.263 until[16,24] x_1 <= -0.3719 ) and eventually ( x_2 <= 0.3209 ) ) or always[15,34] ( eventually[9,28] ( x_1 >= -0.8856 ) ) )"
"(((x_1<= 0.2877orx_2>= 0.2882)or(x_1>= 0.2887orx_2>= 0.2822))until[22,34]((x_1>= 0.2811orx_2>= 0.2822)or(x_1>= 0.2811until[22,34]x_2>= 0.2822)))and(((x_1>= 0.2814orx_2>= 0.2822)or(x_2>= 0.2811orx_2>= 0.2822))until[14,31]((x_2>= 0.2811orx_2>= 0.2822)or(x_2>= 0.2811orx_2>= 0.2822))))","not ( always[2,inf] ( eventually[30,inf] ( x_1 <= 1.8427 ) ) )"
"(((x_2<= 0.2854orx_2>= 0.2882)or(x_2>= 0.2814orx_2>= 0.2882))until[22,34]((x_2>= 0.2811orx_2>= 0.2822)and(x_2>= 0.2814orx_2>= 0.2822)))and(((x_2>= 0.2814until[22,34]x_2>= 0.2822)and(x_2>= 0.2811orx_2>= 0.2822))until[14,31]((x_2>= 0.2811orx_2>= 0.2822)and(x_2>= 0.2811orx_2>= 0.2882))))","( ( eventually[34,inf] ( x_0 >= 0.0406 ) until[21,25] not ( x_2 <= 2.3006 ) ) and eventually[1,15] ( ( x_0 <= -0.7801 or x_1 <= 1.7702 ) ) )"
"(((x_0<=-0.2857orx_2>=-0.288)or(x_0<=-0.2864orx_2>=-0.2888))until[22,34]((x_0<=-0.2863orx_2<=-0.2882)and(x_2<=-0.2863orx_2<=-0.2882)))until[12,28]not(((x_2<=-0.2864orx_2<=-0.2882)or(x_2>=-0.2883orx_2>=-0.2822))))","( ( not ( x_0 >= -0.6181 ) and not ( x_2 <= 0.105 ) ) until[17,23] ( eventually ( x_0 >= 1.3699 ) or always[5,inf] ( x_2 >= -0.72 ) ) )"
"(((x_1<= 0.2874orx_1>= 0.2887)until[24,32](x_1>= 0.2864orx_1>= 0.2882))and((x_1>= 0.2814orx_2>= 0.2882)until[22,28](x_1>= 0.2814andx_1>= 0.2822)))until[12,28]not(((x_1<= 0.2814orx_2>= 0.2822)and(x_1<= 0.2811andx_1<= 0.2822))))","( ( ( x_2 <= -0.899 or x_1 <= -1.1009 ) until[15,35] eventually[14,26] ( x_2 >= -0.5182 ) ) and always ( eventually[12,34] ( x_1 >= 0.958 ) ) )"
"((((x_2<= 0.2854andx_2>= 0.282)or(x_2>= 0.2814orx_2>= 0.2822))or((x_2>= 0.2814orx_2<= 0.2222)or(x_2<= 0.2214until[22,34]x_2<= 0.282)))or(((x_2<= 0.2814until[22,34]x_2<= 0.2222)or(x_2<= 0.2211until[22,34]x_2<= 0.2722))or((x_2<= 0.2811andx_2<= 0.2822)and(x_2<= 0.2711until[22,34]x_2<= 0.2822))))oralways[22,34](always[22,34](((x_2<= 0.2711andx_2<= 0.2822)and(x_2>= 0.2819until[22,34]x_2>= 0.2828)))))","always[5,31] ( ( always[17,23] ( x_2 <= -0.6583 ) or ( x_2 <= 1.6417 or x_2 >= -0.3569 ) ) )"
(x_0>= 0.1274orx_0>= 0.2277)or(x_0>= 0.2834orx_0>= 0.2877)),"not ( ( eventually[0,36] ( x_0 <= 0.3083 ) and ( x_2 <= 2.2423 and x_0 <= 1.4558 ) ) )"
"lways[22,34](always[15,34](((x_0>= 0.7777orx_2>= 0.7777)until[22,34](x_0>= 0.2871orx_0>= 0.2887))))","always[4,inf] ( not ( eventually[34,inf] ( x_0 <= 0.78 ) ) )"
"(((x_2<= 0.1154orx_2<= 0.222)or(x_2<= 0.2214orx_2<= 0.2222))or((x_2<= 0.2814orx_2<= 0.2222)or(x_2<= 0.2214orx_2<= 0.2222)))until[12,25]not(not((x_2>= 0.2714orx_2>= 0.2222))))","always[1,20] ( not ( not ( x_2 <= 0.3649 ) ) )"
"(x_0>= 1.0214andx_1>= 1.2227)until[24,32](x_0>= 0.2281andx_1>= 1.2222))","always[6,18] ( ( always[0,16] ( x_1 >= 2.7968 ) until[3,31] always[24,32] ( x_0 <= -1.4803 ) ) )"
"(((x_1<= 0.2877orx_1>= 0.2887)or(x_1>= 0.2864orx_1>= 0.2888))until[22,28]((x_1>= 0.2814orx_1>= 0.282)or(x_1>= 0.2814orx_1>= 0.288)))until[12,28]not(((x_1<= 0.2814orx_1<= 0.2882)or(x_1<= 0.2811andx_1<= 0.2822))))","( not ( always[22,inf] ( x_0 >= 0.7826 ) ) and always[22,27] ( ( x_1 >= 0.638 until[15,inf] x_2 <= 0.0566 ) ) )"
"(((x_2<= 0.1884orx_2>= 0.2888)and(x_2>= 0.2814orx_2>= 0.2888))until[22,34]((x_2>= 0.2814orx_2>= 0.2882)and(x_2<= 0.2814andx_2>= 0.2882)))and(((x_2<= 0.2814andx_2<= 0.2882)and(x_2<= 0.2811andx_2<= 0.2822))until[14,32]((x_2<= 0.2811andx_2<= 0.2822)and(x_2<= 0.2811andx_2<= 0.2882))))","( not ( not ( x_2 <= -0.1237 ) ) and eventually[7,26] ( ( x_2 >= 1.0396 and x_1 >= -0.8629 ) ) )"
"(x_1<=-0.7877orx_1>=-0.7887)until[24,32](x_1<=-0.7877orx_1<=-0.8888))","( ( always[0,7] ( x_0 <= -0.4398 ) until[24,30] ( x_0 >= 1.2032 until[24,26] x_0 <= -0.8757 ) ) or ( ( x_1 >= -0.1531 or x_2 <= 0.6999 ) and not ( x_1 >= -0.7524 ) ) )"
"(((x_2>= 0.1814orx_2>= 0.2884)or(x_2>= 0.2814orx_2>= 0.2888))or((x_2>= 0.1814orx_2>= 0.2822)or(x_2>= 0.2814orx_2>= 0.2882)))until[12,25]not(not((x_2<= 0.2811orx_2>= 0.2822))))","eventually[6,12] ( ( always[12,30] ( x_2 >= 0.6865 ) and not ( x_2 <= -0.8939 ) ) )"
(x_0>=-0.1244orx_0>=-0.2277)or(x_0>=-0.2874orx_0>=-0.2227)),"( ( ( x_0 <= -0.3892 or x_2 >= 0.264 ) or always[4,31] ( x_0 >= 0.2047 ) ) until[0,2] ( ( x_0 >= -0.6506 or x_0 <= 0.0744 ) and eventually ( x_1 >= -1.5871 ) ) )"
"lways[22,inf](always[15,34](always[15,34]((x_0>= 0.3777orx_0>= 0.2777))))","not ( eventually[28,inf] ( not ( x_0 >= 0.3427 ) ) )"
"(((x_0<= 0.7777until[24,34]x_2<= 0.7777)or(x_0<= 0.7777orx_2>= 0.2822))or((x_2>= 0.2814until[22,34]x_2<= 0.282)or(x_2>= 0.2814until[22,34]x_2<= 0.2822)))or(((x_2<= 0.2818until[22,34]x_2<= 0.2822)or(x_2<= 0.2811until[22,34]x_2>= 0.2822))or((x_2<= 0.2871until[22,34]x_2>= 0.2872)or(x_2>= 0.2871until[24,36]x_2>= 0.2877))))","always[9,inf] ( always ( always[21,24] ( x_0 <= 2.0902 ) ) )"
"(((x_1<= 0.2877orx_2<=-0.288)or(x_1<=-0.2887orx_1<=-0.2888))or((x_1<=-0.2887orx_2<=-0.288)or(x_1<=-0.2883orx_2<=-0.288)))until[12,25]not(((x_1<=-0.2874orx_2<=-0.288)or(x_1<=-0.2883orx_2<=-0.2882))))","always[5,16] ( ( ( x_0 >= 1.3485 or x_2 >= 2.1245 ) or eventually[33,35] ( x_1 <= -0.6543 ) ) )"
"(((x_1<= 0.2877orx_1<=-0.288)or(x_1>=-0.2864orx_1>=-0.2887))or((x_1<=-0.2867orx_2<=-0.282)or(x_1<=-0.2884orx_1<=-0.288)))until[12,25]not(((x_1<=-0.2874orx_2<=-0.288)or(x_1<=-0.2873orx_1<=-0.2882))))","always[3,inf] ( ( always[32,inf] ( x_1 >= 0.1219 ) or eventually[25,28] ( x_0 <= -0.9886 ) ) )"
"(x_1>= 0.7284until[24,32]x_1>= 1.2227)and(x_1>= 0.2281until[22,34]x_1>= 0.2822))","eventually[30,32] ( ( ( x_1 >= 1.4329 until[30,34] x_0 >= 0.1364 ) until[19,21] eventually[4,inf] ( x_1 >= 2.0321 ) ) )"
"(((x_2<= 0.1154orx_2<= 0.222)or(x_2<= 0.2814orx_2<= 0.2222))or((x_2<= 0.2814orx_2<= 0.2222)or(x_2<= 0.2214until[22,34]x_2<= 0.2722)))or(((x_2<= 0.2814orx_2<= 0.2722)or(x_2<= 0.2711andx_2<= 0.2222))or((x_2<= 0.1711until[22,34]x_2<= 0.2722)or(x_2<= 0.2711andx_2<= 0.2722))))","not ( ( ( x_2 >= -0.9615 until[8,23] x_2 >= 0.455 ) until[21,33] not ( x_2 <= -1.4419 ) ) )"
"lways[15,31](always[15,31](always[15,29]((x_2<=-0.2777orx_2<=-0.2277))))","always[2,inf] ( not ( always[3,31] ( x_2 >= -0.2772 ) ) )"
"(((x_1<= 0.2877orx_1<= 0.2887)or(x_1<= 0.2864orx_1<= 0.2828))or((x_1<= 0.2874orx_1<= 0.282)or(x_1<= 0.2884until[22,34]x_1<= 0.2822)))or(((x_1<= 0.2874orx_2<= 0.2822)or(x_1<= 0.2877until[22,34]x_1<= 0.2822))or((x_1<= 0.2877orx_1<= 0.2822)or(x_1<= 0.2887orx_1<= 0.2828))))","always[18,21] ( not ( eventually[22,31] ( x_1 >= 0.8784 ) ) )"
"(((x_1<= 0.2874orx_2>= 0.2287)or(x_1>= 0.2864orx_2>= 0.2828))or((x_1<= 0.2864orx_2<= 0.2222)or(x_1<= 0.2284until[22,34]x_2<= 0.2822)))or(((x_1<= 0.2874until[22,34]x_2<= 0.2822)or(x_2<= 0.2811andx_2<= 0.2822))or((x_1<= 0.2818until[22,34]x_2<= 0.2822)or(x_1<= 0.2811andx_2<= 0.2822))))","eventually[12,33] ( not ( ( x_1 >= 1.1004 and x_2 >= -0.1047 ) ) )"
"(((x_2<=-0.2884andx_2>=-0.2882)and(x_2<=-0.2883orx_2>=-0.2888))until[22,34]((x_2<=-0.2813orx_2<=-0.2882)and(x_2<=-0.2813andx_2<=-0.2882)))until[12,28](((x_2<=-0.2814andx_2<=-0.2882)and(x_2<=-0.2813andx_2<=-0.2882))and((x_2<=-0.2818andx_2<=-0.2882)and(x_2<=-0.2819andx_2<=-0.2882))))","( ( ( x_1 <= 0.4702 and x_2 <= -0.7637 ) until[13,inf] not ( x_1 <= -0.2293 ) ) and ( ( x_0 <= -0.8639 until[21,27] x_2 >= 0.9534 ) and ( x_0 <= 0.1231 or x_2 <= 0.7261 ) ) )"
"lways[24,34]((((x_0<=-0.2877until[24,34]x_2<=-0.2877)and(x_0<=-0.2867orx_2<=-0.288))until[22,34]((x_2<=-0.2874orx_2<=-0.288)or(x_0<=-0.2883orx_2<=-0.288))))","eventually ( ( always[17,inf] ( x_0 <= -0.3293 ) until eventually[33,35] ( x_1 <= 0.6372 ) ) )"
"x_0>= 0.281until[14,32]x_0>= 0.5287)","( ( not ( x_0 >= 1.0361 ) until[22,29] not ( x_0 <= 0.3264 ) ) until[19,33] ( ( x_0 >= 0.5118 and x_0 >= -0.6327 ) until[4,inf] ( x_2 <= -0.3221 or x_0 <= 1.1644 ) ) )"
"(x_0>=-0.2814until[14,32]x_0>=-0.2887)until[18,28](x_0>=-0.2883andx_0>=-0.2882))","( ( not ( x_0 <= 0.4553 ) and ( x_0 <= -0.481 and x_1 <= 0.6686 ) ) until eventually[34,inf] ( not ( x_1 >= -0.4713 ) ) )"
"(x_0<=-1.0284until[24,34]x_1<=-1.0287)and(x_1<=-1.0287andx_1<=-1.2282))","not ( always[5,36] ( eventually[28,35] ( x_1 >= -2.8241 ) ) )"
"(((x_1<=-0.2887orx_2<=-0.2888)or(x_1<=-0.2887orx_1<=-0.2888))until[22,34]((x_1<=-0.2883orx_2<=-0.288)until[28,33](x_1<=-0.2883orx_1<=-0.2888)))and(((x_1<=-0.2883orx_2<=-0.2888)or(x_1<=-0.2883orx_2<=-0.2888))until[24,36]((x_1<=-0.2887orx_1<=-0.2888)and(x_1<=-0.2889orx_1<=-0.2888))))","eventually[13,35] ( always ( ( x_0 >= 0.0032 until x_1 <= -1.0818 ) ) )"
"(((x_1<=-0.2857orx_1<=-0.288)or(x_1<=-0.2874orx_1>=-0.2887))or((x_1<=-0.2874orx_1<=-0.282)or(x_1<=-0.2884orx_1<=-0.288)))or(((x_1<=-0.2874until[22,34]x_2<=-0.288)or(x_1<=-0.2873orx_1<=-0.2828))or((x_1<=-0.2877orx_1<=-0.2828)or(x_1<=-0.2877orx_1<=-0.2828))))","( not ( eventually[6,12] ( x_1 <= -0.2815 ) ) or not ( always[9,34] ( x_2 >= -0.9468 ) ) )"
(x_0>= 0.014orx_0>=-0.0227)or(x_0>=-0.0284orx_0>=-0.2227)),"not ( ( eventually[4,19] ( x_0 <= -0.0546 ) and ( x_0 >= 0.3348 and x_1 >= -0.3573 ) ) )"
"x_0>= 1.0144until[14,32]x_0>= 0.7287)","eventually[17,20] ( ( ( x_2 >= 1.1877 or x_2 <= -0.8582 ) and not ( x_0 <= 0.7267 ) ) )"
"(((x_1<= 0.2867orx_1>=-0.288)or(x_1>=-0.2864orx_1>=-0.2888))or((x_1>=-0.2864orx_1>=-0.288)or(x_1>=-0.2863orx_1>=-0.288)))until[12,25]not(((x_1<=-0.2873orx_1<=-0.288)or(x_1<=-0.2883orx_1<=-0.2882))))","( ( not ( x_1 <= -0.2798 ) until[7,36] ( x_2 >= 0.5979 or x_0 >= -0.4321 ) ) until always[15,inf] ( always[20,inf] ( x_1 <= 2.3367 ) ) )"
"(x_1<=-0.2874until[24,34]x_0<=-0.2887)until[18,32](x_1<=-0.2877andx_1<=-0.288))","( ( not ( x_0 >= 0.0224 ) until[25,inf] not ( x_1 >= 0.4668 ) ) and not ( eventually[26,33] ( x_1 >= -0.3957 ) ) )"
"(((x_1>= 0.2884orx_1>= 0.2887)or(x_1>= 0.2884orx_1>= 0.2888))until[22,34]((x_1>= 0.2883orx_1>= 0.2888)until[22,34](x_1>= 0.2881andx_1>= 0.2882)))and(((x_1>= 0.2884orx_1>= 0.2882)or(x_1>= 0.2813orx_1>= 0.2882))until[18,32]((x_1>= 0.2818orx_1>=-0.2828)and(x_1>=-0.2889orx_1>=-0.2888))))","( not ( eventually[10,inf] ( x_1 <= 0.4624 ) ) and ( ( x_0 >= 1.3204 until[28,36] x_2 >= 0.1392 ) or ( x_0 >= -0.4838 until[15,inf] x_0 >= 0.1041 ) ) )"
"(((x_0<= 0.2877orx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2888))or((x_2<=-0.2864orx_2<=-0.288)or(x_2<=-0.2863orx_2<=-0.288)))until[12,25](((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2877orx_2<=-0.2882)or(x_2<=-0.2877orx_2<=-0.2882))))","eventually[12,28] ( ( ( x_2 >= 1.0369 or x_0 >= 0.7959 ) or ( x_1 <= -0.4692 until[24,30] x_0 >= -0.8587 ) ) )"
"(((x_2<= 0.1154orx_2<= 0.222)or(x_2<= 0.2214orx_2<= 0.2222))or((x_2<= 0.2814orx_2<= 0.2222)or(x_2<= 0.2214orx_2<= 0.2222)))or(((x_2<= 0.2714until[22,34]x_2<= 0.2222)or(x_2<= 0.2711andx_2<= 0.2222))or((x_2<= 0.2711andx_2<= 0.2222)or(x_2<= 0.2711andx_2<=-0.2222))))",not ( not ( not ( x_2 >= 0.2559 ) ) )
